lat,lon,effort_kwh,haul_count
57.65,4.15,522750.65,28
58.55,3.75,522580.4666666667,23
75.9,32.95,522278.0,5
59.7,3.25,522273.75000000006,31
59.15,3.6,522011.93333333335,18
71.35,27.25,522004.4666666666,17
76.0,33.3,521840.3666666667,5
75.9,34.55,521079.00000000006,1
59.6,3.45,521027.0833333333,15
57.7,6.1,520065.61666666676,54
73.9,18.05,520006.45,20
58.0,5.5,518742.89999999997,55
76.1,33.65,518478.2333333333,10
74.0,18.45,516894.61666666664,19
58.05,5.2,515491.2166666665,43
58.65,5.15,515186.41666666657,47
57.7,6.35,514210.85000000003,45
76.05,34.5,514197.51666666666,10
71.15,23.85,514040.28333333327,90
69.7,17.4,514034.06666666665,146
61.4,1.95,513608.65,19
58.05,4.75,513495.0,39
59.1,3.4,513206.4333333333,27
70.6,17.2,512456.38333333336,19
76.15,33.05,512203.8333333333,3
62.5,3.6,511835.0833333333,24
61.1,2.45,511540.4166666666,23
60.15,3.2,511186.35000000003,25
61.3,2.1,510611.0,30
72.5,16.05,510383.69999999995,11
69.05,13.8,509994.5833333334,54
71.1,27.25,509328.01666666643,224
57.65,8.1,506662.8333333333,47
57.95,5.6,506367.61666666664,45
76.1,33.25,505411.5,4
71.5,16.55,505372.3333333333,20
73.8,17.7,505221.3333333334,19
59.1,3.6,505148.48333333334,12
58.55,10.45,503566.8333333333,52
57.8,5.85,503359.43333333335,40
57.2,4.6,503192.6666666666,17
57.85,6.2,502496.85000000003,44
57.5,7.5,502255.4833333334,51
61.7,1.45,502252.3,22
74.1,21.45,502054.19999999995,18
62.55,5.2,501952.5833333335,40
62.35,1.1,501287.8333333333,20
74.2,22.3,500885.7,18
57.55,7.7,500800.54999999993,52
58.0,8.25,500344.6666666666,56
64.6,8.95,499553.75,37
57.2,4.9,499488.88333333336,24
57.25,4.65,499127.5333333333,23
57.85,5.5,499006.5,37
71.6,16.7,498819.8666666666,19
60.35,3.25,498728.58333333326,35
57.1,6.0,498360.7833333333,17
64.6,9.1,498062.8166666666,32
60.2,3.25,497734.35,28
59.65,3.45,497638.8333333334,13
76.05,33.95,497163.3666666667,7
75.9,34.3,496675.2,1
69.95,17.0,496265.7333333331,55
57.95,5.25,496125.4166666667,30
76.25,33.55,496021.0,4
58.1,5.65,496006.2499999999,41
71.85,16.25,495762.1166666667,22
64.65,9.0,495655.6333333333,35
76.1,33.15,495484.05000000005,6
76.5,34.4,495163.5,2
59.45,3.4,495141.33333333326,23
76.05,33.15,494828.7666666667,5
57.5,7.65,494621.9833333332,47
71.9,16.15,494212.50000000006,24
60.1,3.25,494085.99999999994,22
75.85,33.4,494021.6666666667,6
58.5,4.0,493998.06666666665,20
70.65,19.9,493897.4666666667,21
71.9,16.1,493829.9166666666,19
57.65,8.2,493298.6833333333,48
70.7,17.35,493165.13333333336,15
70.05,17.15,493061.0999999999,21
57.55,7.5,492666.5999999999,51
70.85,17.35,492524.09999999986,16
70.55,17.25,492513.39999999997,22
57.35,7.3,492347.7666666667,18
58.05,5.1,492228.1000000001,34
68.85,13.3,491233.6166666667,28
69.15,14.5,491076.2000000002,293
73.85,19.6,490886.7,16
73.9,18.1,490216.5333333333,15
75.85,34.45,490063.99999999994,3
57.55,6.95,489716.6333333333,55
71.75,16.15,489076.1166666667,19
59.25,3.4,488995.13333333324,34
57.7,6.25,488451.41666666674,40
61.2,2.3,488263.0166666667,19
74.35,22.1,487939.1,17
57.9,5.55,487683.3333333334,42
57.95,5.85,487674.9833333333,47
57.7,6.4,487141.8333333333,47
71.15,21.55,486761.6666666666,23
57.25,4.95,486569.4333333333,22
59.0,5.0,486266.6666666666,45
57.7,6.05,486159.5833333334,49
57.1,6.1,485051.5,18
70.2,17.1,484381.3833333333,27
59.9,3.15,483961.8166666667,21
60.15,0.8,482738.7666666667,10
71.95,16.2,482730.8333333333,19
74.3,22.1,481599.7666666666,15
59.45,3.45,481564.35,18
57.6,8.05,480606.60000000003,52
74.55,34.65,480589.5833333333,2
70.85,17.2,480415.35,22
74.35,22.25,480262.3333333333,16
72.2,16.45,480111.1666666666,17
58.0,5.45,479796.2833333334,55
60.55,3.15,479663.06666666665,22
62.0,-0.75,479072.49999999994,16
69.65,16.2,478987.75,55
74.2,22.2,478492.73333333334,15
58.6,3.85,478286.1666666666,10
57.6,7.25,477979.3166666667,47
62.6,5.15,477256.3666666666,54
72.3,16.35,476797.5666666666,19
70.5,17.6,476675.03333333327,15
75.95,32.8,476294.6166666667,5
57.65,8.05,476143.6666666667,41
60.35,1.1,475920.6,10
58.15,5.35,475161.8833333334,42
57.5,7.4,474434.0,54
58.5,3.85,474340.1333333333,19
60.25,3.2,474288.9333333333,23
75.95,32.35,473677.2666666667,5
58.9,10.6,472351.0,128
58.65,5.2,472199.50000000006,43
71.55,16.75,471605.6500000001,17
60.5,3.15,471249.3833333333,25
75.95,34.8,470360.3,2
63.1,5.3,469578.4166666666,153
60.45,3.2,469427.9,44
76.1,35.0,468983.49999999994,3
58.0,5.0,468832.0999999999,40
71.15,21.85,468748.3,31
73.8,17.85,468654.76666666666,14
71.25,16.8,468513.3333333334,17
58.15,5.4,468279.08333333326,43
69.4,15.95,468231.0833333333,281
74.2,22.4,467870.6,16
75.65,32.95,467520.8333333333,1
70.5,21.9,467329.59999999986,259
58.1,5.0,466873.4333333333,33
71.4,16.85,466665.36666666664,18
74.45,34.95,466416.6666666667,1
56.6,4.3,466248.31666666665,13
59.65,3.15,466182.98333333334,20
57.5,7.55,465981.8833333334,50
73.95,18.2,465201.0666666666,12
74.2,22.15,464879.0833333334,19
70.8,17.3,464868.0833333333,19
58.4,5.75,464739.2333333331,55
58.05,5.05,464125.0666666667,42
58.35,4.25,463968.45,27
58.5,0.55,463686.1,8
76.1,34.7,463673.06666666665,6
60.15,1.0,463458.6666666667,8
57.6,7.35,463197.6166666668,44
72.0,16.2,463149.89999999997,18
72.1,16.05,463052.1833333333,23
69.2,14.8,462983.73333333334,94
57.85,5.6,462978.23333333334,33
71.1,23.7,462720.0333333331,200
59.9,3.3,462190.3166666666,16
70.6,17.25,462080.5333333333,23
69.7,16.6,462037.7666666667,107
70.65,31.7,461856.6666666666,19
57.6,7.0,461800.5166666667,43
61.45,1.85,461476.1166666666,27
76.2,33.25,461295.0,2
70.2,17.25,461172.6666666667,20
57.95,6.0,460542.1,40
59.9,2.95,460494.10000000003,33
56.6,4.25,460419.0833333334,14
63.3,5.6,460002.80000000005,39
60.4,1.1,459853.7,8
58.05,5.35,459362.15,50
59.3,3.3,458982.89999999997,17
72.4,15.15,458558.4166666666,19
60.45,3.1,458223.89999999997,28
59.05,3.4,457372.43333333335,17
56.7,4.45,456501.2833333333,15
72.2,16.4,456071.6166666667,18
69.95,16.9,455296.7833333334,68
75.8,32.5,455237.2,7
58.65,9.55,454974.1666666666,49
71.05,28.7,454974.0500000001,169
70.1,23.1,454907.16666666686,110
71.15,27.25,454723.23333333334,177
71.8,16.0,454589.26666666666,19
62.55,3.75,454442.4333333334,21
75.8,33.9,454404.0,1
72.55,15.75,454343.06666666665,14
61.6,1.65,454185.5333333334,15
62.55,3.6,453945.98333333334,16
73.75,17.5,453078.5,13
73.85,17.75,452880.35000000003,16
58.65,3.8,452804.75,11
71.95,15.9,452444.74999999994,16
66.3,6.55,452038.7166666667,17
57.6,7.55,451822.1666666667,42
62.6,3.95,451461.7666666666,15
70.8,17.15,451295.45000000007,17
75.85,34.5,451213.8,2
68.9,15.05,450819.9833333332,183
70.95,22.4,450781.01666666666,71
59.75,3.4,450740.05,19
73.8,17.5,450522.3,15
71.8,16.3,450403.69999999995,17
72.1,16.3,450161.48333333334,15
70.5,21.95,450024.01666666666,237
57.65,8.0,449958.31666666665,38
70.7,30.5,449536.45,168
75.75,32.65,449016.0,3
62.6,3.7,449013.3666666667,15
58.85,10.6,448093.6833333333,95
73.9,19.75,447970.20000000007,17
63.2,5.5,447839.0999999999,36
72.5,15.95,447682.6333333333,14
59.55,3.4,447658.03333333327,19
64.6,8.6,447464.51666666666,27
58.0,5.15,447252.1833333334,25
70.65,30.8,446975.33333333343,143
70.6,31.7,446815.06666666665,21
71.2,21.95,446727.0,21
74.35,22.3,446534.4666666667,16
68.6,12.1,446506.85,21
57.95,5.9,446066.19999999995,39
70.55,19.0,445859.3333333333,22
71.35,25.8,445500.0,1
57.75,6.1,445466.0333333334,42
59.2,3.65,445444.48333333334,13
70.75,19.4,445283.1666666667,15
59.85,3.3,444910.4333333333,23
73.85,17.7,444702.73333333334,15
74.8,34.5,444666.6666666666,2
60.2,3.3,444204.06666666665,18
76.05,34.75,443938.2666666666,5
73.95,18.3,443165.18333333335,19
57.55,7.75,442957.23333333334,48
57.25,4.7,441810.95,18
61.05,2.5,441712.53333333327,20
71.05,23.2,441678.2833333331,169
73.8,17.8,441052.3,16
71.15,23.8,440600.00000000035,191
71.0,22.35,440532.03333333327,19
68.75,12.75,440127.35000000003,23
68.35,11.2,439927.0833333334,18
60.8,2.75,439866.35,24
71.05,22.4,438813.76666666666,14
70.95,29.25,438760.4666666664,186
58.55,3.95,438637.6666666667,11
57.15,5.5,438495.3333333333,11
58.0,5.65,438090.49999999994,36
64.65,8.85,437910.2666666666,32
59.45,3.35,437690.14999999997,25
57.85,5.65,437625.7166666667,26
58.0,5.2,437595.5000000001,27
68.3,11.1,437515.36666666664,17
57.55,7.0,437130.85,47
69.65,16.0,437053.75,47
76.2,34.85,436376.6666666667,8
60.25,3.3,436311.3333333333,20
57.0,5.7,436253.2166666667,17
59.15,3.55,436016.1833333333,20
71.85,16.2,435320.06666666665,20
62.5,3.65,435256.6333333333,26
71.15,21.9,434476.56666666665,13
74.25,22.3,434424.5999999999,17
57.85,5.85,434392.1333333333,49
57.6,4.0,433887.19999999995,19
57.6,6.65,433750.7,45
76.0,33.8,433727.35000000003,5
61.7,1.4,433533.68333333335,24
71.2,18.45,433229.9333333333,26
59.35,3.25,432583.23333333334,20
60.9,2.95,432081.6333333333,24
69.6,15.9,431661.3166666666,88
64.6,8.9,431496.5333333333,29
72.15,16.35,431399.1666666667,14
57.45,5.95,431224.65,25
74.8,34.15,430502.0833333334,4
72.35,16.35,430051.5333333333,14
59.1,3.5,430028.5333333333,15
58.2,5.6,429404.8333333333,36
71.35,27.35,429007.3333333334,17
58.8,3.65,428889.11666666664,9
73.05,30.1,428736.2666666666,16
63.05,5.35,428730.6500000001,39
70.85,17.45,428501.6666666667,14
76.1,34.8,428484.1666666667,4
75.9,34.05,427951.89999999997,1
59.15,3.5,427785.93333333335,16
57.65,6.2,427736.0166666666,34
69.1,14.4,427622.79999999993,227
63.0,5.15,427356.5,64
74.75,34.45,426897.3333333334,1
58.85,3.65,426782.4333333333,13
58.6,5.2,426107.8166666667,37
58.05,5.65,425947.4166666668,37
70.9,17.4,425817.58333333343,15
72.55,15.45,425638.89999999997,14
64.8,8.55,425603.4,15
71.05,17.15,425589.4833333334,15
72.5,15.6,424943.8333333333,15
60.5,3.25,424790.24999999994,37
74.3,16.35,424331.4666666667,13
69.7,16.45,424093.4166666668,121
57.85,8.95,423801.33333333326,39
60.4,3.25,423689.5166666666,24
76.05,33.05,423656.25,10
68.25,11.0,423494.48333333334,16
58.65,5.3,423172.3833333334,40
58.35,5.7,422989.0833333332,35
57.35,7.35,422447.7,18
71.8,16.5,422407.55,15
59.05,5.05,422216.9166666667,41
58.15,4.8,422032.5333333334,40
72.0,16.3,421809.0333333333,13
71.75,16.4,421288.68333333335,18
73.9,19.7,421244.8333333333,15
74.35,16.45,420770.80000000005,13
57.8,4.1,420460.6833333333,17
73.95,20.55,420373.45,16
57.65,8.25,420137.6666666667,37
57.2,4.75,420016.9333333333,16
58.8,3.55,420010.51666666666,22
58.45,6.0,419918.6000000001,46
74.5,16.3,419730.0,12
70.9,17.35,419646.5833333333,16
70.4,17.15,419586.38333333336,36
58.0,5.6,419414.25,41
69.65,16.15,418632.69999999995,34
57.95,5.45,418421.0333333334,34
58.45,3.9,418389.88333333336,24
57.7,4.15,418111.7833333333,18
75.95,34.35,418000.0,1
76.15,33.65,417966.6333333333,8
62.6,3.9,417716.5333333333,17
71.85,15.95,417696.5333333334,15
66.2,6.35,417186.8166666667,11
58.6,5.15,417050.75,39
58.5,5.35,416979.6666666666,41
57.7,6.45,416751.8333333333,35
58.1,6.4,416106.6666666667,2
75.75,34.35,415644.0,1
76.15,33.2,415368.49999999994,2
76.2,33.9,414849.9166666667,9
71.05,17.2,414742.5333333333,13
76.1,33.85,414670.9,8
76.25,32.95,414625.0,1
61.15,2.35,414382.48333333334,19
60.25,1.1,414381.9333333333,8
58.2,4.7,414316.1666666667,35
58.5,10.55,414187.1666666666,41
56.65,4.05,413893.4166666667,15
60.2,0.8,413600.3333333334,7
71.3,16.95,413556.0166666666,19
69.7,16.55,413396.25000000006,85
70.6,31.75,412543.2833333333,22
70.7,30.45,412380.66666666657,154
60.6,3.05,411983.86666666664,20
69.4,16.05,411635.75000000006,389
71.15,17.1,411549.93333333335,15
70.75,30.4,411322.7833333335,141
75.95,34.4,411266.44999999995,1
71.2,25.2,411070.63333333324,240
73.9,20.0,410971.0,13
73.85,19.85,410807.56666666665,14
74.05,20.85,410630.06666666665,13
57.55,7.65,410543.18333333335,43
72.4,15.05,409877.4333333333,25
58.45,10.45,409422.8333333333,35
65.3,10.4,409415.23333333334,22
59.35,3.4,409357.5,28
60.65,3.25,408844.4166666666,14
71.0,29.15,408791.0666666667,141
59.75,3.15,408623.43333333335,21
71.15,23.95,408390.13333333307,85
59.5,3.2,408163.95000000007,22
64.8,8.65,407804.25000000006,19
59.05,3.6,407796.56666666665,9
56.65,4.45,407660.6666666666,13
70.7,30.65,407566.0666666667,42
62.75,4.35,407466.56666666665,18
70.45,17.15,406861.73333333334,31
57.6,7.15,406855.9833333333,30
62.5,5.15,406811.8666666667,46
70.45,17.3,406776.7166666667,15
73.95,18.15,406436.10000000003,12
57.55,7.3,406306.3833333333,39
75.8,34.25,405794.39999999997,1
56.85,5.6,404915.31666666665,21
74.6,34.75,404757.0,2
70.75,30.35,404523.7666666665,127
64.8,8.6,404519.8666666666,13
73.85,19.5,403745.43333333335,14
64.65,9.05,403542.5,23
62.3,1.1,403442.76666666666,19
57.7,6.3,403441.75000000006,39
58.25,4.55,403427.1500000001,28
73.75,17.35,403146.76666666666,13
71.65,16.6,403129.6666666666,17
74.35,16.4,402911.06666666665,12
62.7,4.0,402802.56666666665,11
57.95,5.75,402412.25,39
71.2,20.65,402386.69999999995,18
69.3,15.25,402184.78333333327,166
76.45,34.95,402147.6666666666,4
57.6,6.7,402093.2166666666,42
72.0,16.15,401723.5666666667,18
58.05,5.7,401522.01666666666,35
75.9,32.9,401374.1666666667,3
69.3,15.2,401294.6499999999,156
59.45,3.3,400925.30000000005,29
63.1,6.75,400694.56666666677,81
74.4,23.95,400248.0,11
56.6,3.7,399818.3333333333,12
58.5,5.6,399741.0833333333,72
76.1,34.3,399329.1666666666,6
69.95,16.95,399260.61666666664,95
72.25,16.4,398943.5333333333,14
74.3,22.45,398908.0000000001,14
72.75,17.2,398861.6833333333,14
68.05,10.9,398474.8666666667,17
58.1,5.7,398096.5166666666,32
72.7,16.9,398056.65,11
76.1,34.55,397915.8833333333,7
58.15,5.7,397708.5,34
71.15,18.5,397562.89999999997,23
58.8,9.8,397446.75,42
60.25,0.8,397112.1166666667,12
70.55,30.95,397051.6666666667,182
62.6,3.6,396907.00000000006,19
58.1,5.1,396761.29999999993,35
58.05,5.15,396557.7666666666,31
70.5,17.3,396407.0,18
57.1,5.95,396360.35000000003,20
59.3,3.55,396344.3,18
71.05,22.6,395988.66666666674,19
57.65,6.8,395962.14999999997,39
58.55,5.2,395878.33333333343,40
65.3,10.3,395632.76666666666,20
72.7,16.0,395593.4666666667,7
69.5,16.55,395092.23333333316,43
74.2,22.1,395009.0333333334,12
72.35,28.45,394813.0833333334,5
58.55,10.5,394590.91666666657,39
75.8,32.3,394590.43333333335,5
62.65,3.85,394279.43333333335,17
62.65,3.6,394255.8833333333,11
60.8,2.8,393789.7,17
69.65,15.95,393552.16666666674,39
74.55,34.85,393466.6666666666,1
70.2,21.05,393273.15,75
59.55,3.35,393261.98333333334,33
71.1,23.8,393252.5166666669,185
74.6,16.15,393183.13333333336,14
73.75,18.15,392968.13333333336,13
57.55,7.85,392630.50000000006,45
60.45,3.3,392500.51666666666,22
62.15,0.45,392401.9666666666,15
60.2,0.75,392287.3333333334,6
57.65,3.9,392255.9,13
58.15,5.65,392242.16666666674,33
59.2,3.2,392205.4666666667,16
71.15,22.7,392099.4,16
75.85,34.1,391588.5,2
59.95,3.3,391573.33333333326,14
57.3,7.25,391529.4833333333,15
57.9,5.8,391496.26666666655,45
71.1,22.75,391209.7333333333,17
72.1,16.15,390854.1833333333,16
74.1,20.9,390436.1666666666,10
76.5,34.5,390307.5,3
71.9,16.05,390260.88333333336,18
62.65,5.1,390154.39999999997,38
72.4,16.25,390070.69999999995,13
70.75,29.95,389939.40000000014,155
58.55,3.9,389901.0,10
62.7,4.2,389801.69999999995,13
71.15,21.6,389531.6666666666,20
58.2,4.75,389396.0833333334,37
70.9,22.25,389357.20000000007,140
58.95,3.25,388751.76666666666,27
74.05,20.2,388682.6,11
58.5,3.95,388643.95,15
69.7,16.7,388627.783333333,133
72.65,16.85,388560.9333333333,13
58.05,5.75,388490.4166666667,34
58.05,5.3,387825.45,44
76.05,34.8,387780.8333333334,4
70.7,19.6,387649.8333333334,13
59.15,3.15,387598.4,15
74.3,23.2,387299.75,12
73.85,17.95,387238.93333333335,13
58.45,3.75,387236.6666666666,15
62.8,4.5,387108.9166666666,21
60.85,2.7,387040.5333333334,20
57.65,8.3,386807.48333333334,39
58.35,3.75,386704.1166666667,20
70.65,30.75,386625.1333333333,121
57.05,5.15,386624.80000000005,16
57.6,7.05,386572.7666666666,34
65.4,5.95,386569.4,9
70.65,29.75,386449.6,241
73.95,20.5,386423.4833333334,12
75.65,33.15,386278.6666666666,4
74.6,16.2,386221.6666666666,13
71.2,20.95,386196.8333333334,16
58.1,5.5,386048.55,36
61.3,2.2,385975.1166666667,19
73.8,17.75,385886.36666666676,15
70.9,22.3,385866.5666666667,92
60.4,3.1,385831.2666666666,39
57.6,4.05,385683.48333333334,16
72.1,16.2,385498.5833333334,13
57.8,6.2,385442.96666666673,36
75.75,33.15,385033.3333333334,1
59.0,3.3,384945.35,18
74.25,20.8,384851.9333333333,18
62.5,4.95,384777.0333333334,38
70.75,30.15,384628.43333333323,164
72.2,16.5,384621.9666666666,13
57.75,4.2,384612.0666666666,20
70.65,17.2,384592.1,16
58.5,10.4,384540.00000000006,36
74.25,22.2,384537.23333333334,13
71.15,17.15,384353.86666666664,16
71.15,24.8,384131.0000000001,145
70.8,17.4,383993.26666666666,12
62.55,3.8,383764.9666666667,14
57.1,6.05,383745.4833333334,20
69.95,30.15,383488.3333333334,70
74.85,34.7,383250.0,2
72.05,16.3,383180.18333333335,11
57.9,6.2,383099.91666666674,32
71.6,16.4,383050.53333333327,15
74.3,22.3,382982.6666666666,13
57.75,8.55,382858.73333333334,36
57.85,5.35,382753.95,39
59.25,3.6,382422.45,11
70.55,19.1,382388.2,20
62.65,5.15,382313.3666666666,34
57.65,6.5,382110.36666666676,41
58.1,5.2,382082.9333333334,37
76.25,34.8,382042.69999999995,11
74.15,22.4,381993.3666666667,14
60.75,2.95,381962.2666666666,12
76.1,34.6,381958.49999999994,7
57.75,5.85,381954.15,24
74.35,23.65,381749.1666666666,12
59.2,3.3,381654.11666666664,18
61.35,2.05,381500.3333333334,17
71.75,16.35,381468.63333333336,18
74.05,21.65,380938.8333333333,15
59.2,3.4,380689.85,27
62.7,4.1,380679.14999999997,15
59.4,3.3,380557.7166666667,16
70.8,19.1,380293.80000000005,14
72.65,16.75,379978.9333333333,8
69.85,17.55,378978.5666666666,84
72.4,15.0,378972.4166666666,13
70.75,19.25,378937.56666666665,17
69.35,15.35,378918.6833333333,140
62.15,0.25,378841.69999999995,12
58.0,5.55,378819.91666666674,40
57.95,6.05,378761.1333333333,35
71.15,22.85,378622.75000000006,11
60.35,2.15,378407.25,23
68.25,10.95,378278.30000000005,14
63.7,5.65,378160.0,18
74.2,22.6,377997.56666666665,13
57.35,4.3,377802.1666666667,15
71.15,21.5,377627.76666666666,15
68.1,13.95,377285.7166666667,111
58.5,3.9,377162.2833333333,17
58.9,3.5,377075.48333333334,28
71.05,23.3,376557.41666666657,200
76.1,32.9,376217.35000000003,5
60.4,0.9,375782.8333333334,7
71.4,26.2,375478.19999999995,13
72.6,15.25,374926.6666666667,12
59.5,3.55,374865.00000000006,13
73.95,21.2,374714.76666666666,10
57.9,5.75,374636.51666666666,41
76.15,34.85,374561.4666666667,8
70.4,17.35,374550.8833333333,14
58.0,5.35,374497.26666666666,39
58.3,3.75,374228.24999999994,21
62.5,5.0,373906.10000000003,35
58.35,4.1,373827.8333333333,17
71.2,20.9,373777.26666666666,19
58.0,5.75,373429.5666666666,35
71.15,16.9,373055.23333333334,13
75.9,32.6,372992.65,4
73.95,33.7,372746.6666666666,9
73.95,33.75,372347.4666666667,8
58.85,9.85,372316.6666666666,43
73.9,19.35,372102.00000000006,12
69.9,17.2,371954.65,20
59.5,3.7,371834.94999999995,11
75.9,33.35,371731.5,4
72.25,16.35,371437.0666666667,15
57.55,7.9,371261.33333333343,37
58.45,5.5,371181.7333333334,38
60.7,2.95,371117.55000000005,15
72.05,15.95,370970.10000000003,13
73.75,18.8,370900.11666666664,12
73.9,19.25,370728.01666666666,14
70.8,19.2,370602.6666666666,15
71.25,20.6,370588.1,19
60.6,3.2,370487.4666666667,23
73.95,18.5,370326.9,15
69.1,15.0,370061.3333333333,2
74.15,22.45,369998.6666666667,13
71.35,25.75,369981.6666666667,3
57.75,6.45,369917.3,33
74.55,16.3,369676.73333333334,13
72.1,15.95,369637.0666666667,18
75.85,34.8,369550.8,2
57.9,5.6,369361.3333333333,23
72.45,16.2,369319.86666666664,9
57.85,9.0,369184.9166666667,34
61.25,2.2,369098.4,22
70.0,16.95,369081.5333333334,27
75.6,32.5,368775.1,4
61.4,1.8,368744.06666666665,50
58.35,4.15,368614.1333333333,22
64.65,8.8,367649.98333333334,30
76.0,32.7,367622.05,3
71.15,21.45,367551.8666666667,12
73.8,19.3,367407.6166666667,12
71.45,16.6,367372.23333333334,13
75.7,33.0,366633.3333333333,1
76.15,33.95,366554.9666666667,7
73.75,18.3,366386.60000000003,10
72.6,16.5,366321.19999999995,6
64.65,8.95,366278.54999999993,32
74.2,22.85,366207.5333333333,13
72.45,16.25,366142.5,10
57.6,7.3,365972.75,34
57.2,5.8,365679.81666666665,10
58.8,3.6,365380.05,21
57.05,5.2,365002.15,11
59.9,3.35,364959.01666666666,12
57.5,7.05,364896.2666666667,42
76.2,32.25,364893.23333333334,7
74.3,22.75,364634.0,13
58.15,5.0,364587.0,35
57.2,4.55,364433.16666666674,13
72.95,17.2,364406.8666666667,11
74.25,22.95,364142.9333333333,11
57.7,8.4,364123.9166666667,34
